Datum,brand,addresse,diesel
09.10.2016,Migrol,"Waldibrücke , 6032 Emmen",1.43
02.12.2020,Ruedi Rüssel,"Spittelweg 2, 5034 Suhr",1.43
15.12.2020,Avia,"Schlattingerstr. 4, 8253 Diessenhofen",1.43
21.10.2016,Avia,"Tera Bianca, 6535 Roveredo GR",1.43
26.12.2020,Bernhard Automobile AG,"Wässerwiesenstrasse 95, 8408 Winterthur",1.429
22.11.2020,Avia Mächler + Zürcher,"Spitalweg 4, 8853 Lachen SZ",1.429
15.12.2020,Agrola,"Basadingerstr. 50a, 8253 Diessenhofen",1.425
20.11.2020,Midland,"Bahnhofstr. 1, 8965 Berikon",1.425
24.04.2016,Garage Wyder,"Wangen 30, 8127 Forch",1.425
08.08.2016,Avia,"Industriestrasse 2, 8307 Effretikon",1.425
16.05.2016,Migrol Tankstelle,"Gwattstr. 22-28, 3645 Gwatt (Thun)",1.42
13.08.2020,Migrol,"Unterdorfstr. 5, 4244 Röschenz",1.42
27.12.2020,Hergol,"Stanserstrasse 11, 6362 Stansstad",1.42
16.11.2020,Agrola,"Industriestr., 9430 St. Margrethen SG",1.42
29.12.2020,Tamoil Matten Bei Interlaken,"Gsteigstrasse, 3800 Matten b. Interl",1.42
06.01.2021,BP,"Seebahnstrasse 110, 8000 Zürich",1.42
29.12.2020,Garage Wirz,"Netzenstrasse 8, 4450 Sissach",1.42
29.12.2020,Tamoil,"Wülflingerstrasse 405, 8408 Winterthur",1.42
29.07.2015,Gioia,"Via Cantonale 32, 6805 Mezzovico",1.42
08.08.2016,Garage Stifter,"Rikonerstr. 26, 8307 Effretikon",1.42
27.10.2020,Migrol,"Haafpünt 101, 8233 Bargen SH",1.42
13.11.2020,Kreuzgarage Schaffhausen AG,"Schweizersbildstrasse 61, 8207 Schaffhausen",1.42
15.12.2020,Mini Prix,"Bernstrasse Ost, 5034 Suhr",1.42
20.11.2020,Gnossi,"Bahnhofstr. 73b, 5454 Bellikon",1.42
08.08.2016,Socar,"Rikonerstr. 20, 8307 Effretikon",1.415
02.12.2020,BP Service Mühlental,"Mühlentalstr., 8200 Schaffhausen",1.41
16.11.2020,Oil,"Baslerstraße 17, 5080 Laufenburg",1.41
20.11.2020,Voegtlin-Meyer AG,"Badenerstr. 8, 5442 Fislisbach",1.41
18.12.2020,Coop,"Hauptstr. 36b, 4415 Lausen",1.41
29.09.2020,Esso,"Baslerstrasse 11, 5080 Laufenburg",1.41
22.12.2020,Migrol,"Hauptstrasse 63, 4563 Gerlafingen",1.41
28.05.2020,Avia,"Hauptstr. 502, 4813 Uerkheim",1.41
27.07.2020,Landi Interlaken,"Rugenparkstrasse, 3800 Interlaken",1.41
22.12.2020,Ruedi Rüssel,"Hinterdorfstrasse 5, 3550 Langnau i. E.",1.41
14.12.2020,Shell,"Morgenstrasse 10, 3018 Bern",1.41
12.10.2020,Landi KoWy,"Dorfstrasse 79, 3423 Ersigen",1.41
22.12.2020,Landi,"Bahnhofstrasse 5, 3053 Münchenbuchsee",1.41
29.11.2020,Agip,"Route de Lamboing 75, 2517 Diesse",1.41
21.08.2020,Freie Tankstelle ,"Dorfstrasse, 3906 Saas-Fee",1.41
21.08.2020,Patoil,"Hauptstr., 3910 Saas-Grund",1.41
23.11.2020,Shell Zug,"Chollerstrasse, 6300 Zug",1.41
26.12.2020,Avia,"Ohrbühlstrasse 37, 8409 Winterthur",1.41
24.09.2017,Coop Pronto,"Zürcherstrasse 49, 4310 Rheinfelden",1.41
14.12.2020,Migrol,"Stüdlerstr. 1, 8913 Ottenbach",1.41
26.12.2020,Avia,"Obergrundstr. 26, 6000 Luzern",1.41
14.11.2020,Oelteam AG,"Buchmattstr. 110, 3400 Burgdorf",1.41
21.08.2020,Agrola,"Neckarsulmstr. 50, 2540 Grenchen",1.41
22.12.2020,Agrola Riedtwil/Seeberg,"Hauptstrasse 43, 3475 Riedtwil",1.41
22.12.2020,BP Service Volkiland,"Grabenwisstr. 1, 8604 Volketswil",1.41
17.12.2020,Coop Pronto,"Ringstr. 15, 6010 Kriens",1.41
18.06.2020,Avia,"Hauptstr. 20, 9214 Kradolf-Schönenb.",1.41
04.08.2016,Ruedi Rüssel,"Thunstr. 72, 3700 Spiez",1.4
19.11.2020,Oeltrans AG,"Brünigstrasse 34, 6074 Giswil",1.4
22.04.2020,Avia,"Hauptstr. 52, 8489 Wildberg",1.4
14.12.2020,Coop,"Raimattstrasse 125, 5610 Wohlen AG",1.4
20.11.2020,Voegtlin - Meyer AG,"Werkstr. 1, 5608 Stetten AG",1.4
20.11.2020,Landwirtschaftliche Konsumgenossenschaft,"Rotzenbühlstr. 3, 8966 Oberwil-Lieli",1.4
29.04.2016,Agrola ,"St. Gallerstr. 6, 8352 Elsau",1.4
29.12.2020,BP Tankstelle Disentis Süd,"Via Sursilvana, 7180 Disentis/Mustér",1.4
24.12.2015,Garage des Plantys,"Plantys 2, 1955 Chamoson",1.4
05.04.2016,Tamoil,"Hinterdorfstrasse 22, 3550 Langnau i. E.",1.4
21.05.2020,Ruedi Rüssel,"Bielstrasse 34, 2543 Lengnau BE",1.4
22.12.2020,Garage Braun,"Bleicheweg 7, 3550 Langnau i. E.",1.4
22.12.2020,Tamoil Ottenbach,"Affolternstrasse 41, 8913 Ottenbach",1.4
21.04.2016,Socar,"Riedhofstr. 57, 8408 Winterthur",1.4
23.11.2020,Shell,"Zugerstrasse, 6300 Zug",1.4
26.04.2016,Coop,"Rudolf-Diesel-Strasse 13, 8404 Winterthur",1.4
18.12.2020,Migrol,"Zürcherstr. 3, 5210 Windisch",1.4
15.12.2020,Garage Scacchi,"Mellingerstrasse 56, 5400 Baden",1.4
27.05.2016,NASA TS GmbH,"Bederstrasse 85, 8002 Zürich",1.4
04.05.2016,Lazzaroni R. & M.,"Via delle Scuole 49, 6900 Lugano",1.399
01.05.2016,Landi Buchberg,"Winkel 76, 8454 Buchberg",1.399
14.12.2020,Voegtlin-Meyer AG,"Bruggerstr. 152, 5400 Baden",1.395
16.08.2020,Eni,"Simplonstr., 3907 Gondo",1.39
16.08.2020,Eni,"Simplonstr., 3907 Gondo",1.39
03.12.2020,BP,"Simplonstr., 3907 Gondo",1.39
29.12.2020,Garage R.Koch,"Brünigstrasse 16, 6074 Giswil",1.39
01.01.2016,Station Migrol,"Rue Baptiste-Savoy 16, 2610 St-Imier",1.39
03.12.2020,Coop Pronto,"Sandstrasse 8, 3322 Urtenen-Schönbühl",1.39
27.12.2020,Rozoil,"Rotzloch 10, 6362 Stansstad",1.39
26.12.2020,AVIA Riehen,"Lörracherstr. 75, 4125 Riehen",1.39
19.11.2020,Coop,"Bielstrasse 21, 3053 Münchenbuchsee",1.39
19.10.2020,Ruedi Rüssel,"Via San Gottardo 32, 6598 Tenero",1.39
15.12.2020,Mini Prix,"Route de Lamboing 48, 2517 Diesse",1.39
28.10.2015,minor prezzo,"Via Borromini 6, 6850 Mendrisio",1.39
23.11.2020,Agip,"Suhrenmattstr. 50, 5035 Unterentfelden",1.39
26.12.2020,Avia,"Bundesstr. 5, 6000 Luzern",1.39
08.08.2016,Häusermann,"Vogelsangstr. 15, 8307 Effretikon",1.39
17.12.2020,Shell,"Riedbachstr. 104, 3027 Bern",1.39
23.03.2016,Rothen GmbH,"Bielstrasse 2, 3053 Münchenbuchsee",1.389
29.12.2020,Nebiker AG,"Hauptstr. 1, 4450 Sissach",1.38
04.05.2016,ECSA,"Via Cantonale, 6817 Maroggia",1.38
13.08.2020,Migrol,"Ausserdorfstr 19, 5107 Schinznach Dorf",1.38
05.04.2016,AVIA,"Fellerstrasse 28, 3027 Bern",1.38
05.04.2016,Shell,"Fellerstrasse 33, 3027 Bern",1.38
22.12.2020,Eni,"Zugerstr., 6403 Küssnacht am Rigi",1.38
22.08.2020,Shell,"Ackersand, 3922 Stalden VS",1.38
12.12.2020,Tamoil,"Stahlen, 3922 Stalden VS",1.38
21.05.2020,Shell,"Solothurnstr. 82, 2543 Lengnau BE",1.38
07.08.2016,Moser,"Bernstr. 13, 3114 Wichtrach",1.38
18.08.2020,Garage Enzian AG ,"Kantonsstrasse, 3946 Turtmann",1.38
03.12.2020,Garage Rallye,"Talstrasse, 3922 Stalden VS",1.38
23.11.2020,Frey Benzin (Voegtlin-Meyer),"Schinhuetweg 5, 5035 Unterentfelden",1.38
16.12.2020,BP Service Feuerthalen,"Diessenhoferstr. 28, 8245 Feuerthalen",1.38
03.12.2020,Bp,"Gliserallee, 3902 Glis",1.38
22.08.2020,Migrol,"Kantonsstr., 3902 Glis",1.38
01.04.2020,Daytona Garage,"Feldstrasse 6, 5415 Nussbaumen AG",1.38
02.11.2020,Agip,"Hauptstr.42, 8264 Eschenz",1.38
18.12.2020,Gebr Stauffenegger AG,"Hauptstr. 3, 4455 Zunzgen",1.37
03.12.2020,Migrol,"Hauptstrasse 87, 2563 Ipsach",1.37
18.08.2020,Garage Gemmi,"Neue Kantonsstrasse, 3952 Susten",1.37
19.12.2020,Ruedi Rüssel,"Hauptstr. 11, 5732 Zetzwil",1.37
19.12.2020,Mercedes-Benz Automobil AG,"Hauptstrasse 104, 5032 Rohr AG",1.365
29.12.2020,Coop,"Leimernweg 53, 3270 Aarberg",1.36
19.11.2020,AVIA,"Bernstrasse 45, 3053 Münchenbuchsee",1.36
28.11.2020,Landi,"Hauptstrasse 41, 3254 Messen",1.36
27.12.2020,Coop,"Fabrikstr. 3, 4552 Derendingen",1.36
17.12.2020,Tank Treff,"Mattenweg, 3902 Glis",1.36
17.12.2020,A. Anderegg & Co.,"Bernstr. 84, 8964 Rudolfstetten",1.36
29.12.2020,Th. Willy AG,"Freiburgstr. 443, 3000 Bern",1.36
27.11.2020,Hansruedi Julmi Garage & Tankstelle,"Bielstrasse 85, 2542 Pieterlen",1.36
29.12.2020,Tamoil,"Sandgruebstr. 2, 8193 Eglisau",1.355
26.12.2020,Avia Eglisau,"Zürcherstr. 36, 8193 Eglisau",1.355
19.12.2020,Shell Eglisau,"Schaffhauserstr. 39, 8193 Eglisau",1.355
04.05.2016,IP,"Via Cantonale 28, 6987 Caslano",1.35
29.12.2020,Hergol,"Engelbergerstrasse 50, 6370 Stans",1.35
17.12.2020,Migrol Auto Service,"Wankdorffeldstr. 90, 3014 Bern",1.35
17.12.2020,Socar,"Bümplizstrasse 8, 3027 Bern",1.35
19.12.2020,Migrol,"Hauptstr. 66, 5032 Rohr AG",1.35
27.11.2020,Teufenthal Garage,"Wynentalstrasse 18, 5723 Teufenthal AG",1.35
22.12.2020,Agrola,"Steinackerstrasse, 5210 Windisch",1.35
25.01.2021,Carrosserie Spritzwerk,"Aescherstr., 6295 Mosen",1.349
26.12.2020,Avia,"Gäustr. 140, 4703 Kestenholz",1.34
17.12.2020,HK,"Rte de Neuchâtel 25, 2088 Cressier NE",1.34
01.10.2020,Shell,"Bahnhofstrasse, 6020 Emmenbrücke",1.34
09.04.2021,Flamol,"Hauptstr. , 3533 Bowil",1.34
13.11.2020,Socar,"Moskau  312a, 8262 Ramsen",1.34
02.02.2016,LANDI Berg,"Leberenstr. 1, 8572 Berg TG",1.34
02.02.2016,Weber Garage,"Hauptstr. 69, 8572 Berg TG",1.34
29.12.2020,BP,"Moskau, 8262 Ramsen",1.33
17.12.2020,Agip,"Moskau 423, 8262 Ramsen",1.32
04.05.2016,Auto Bellinzona Nord Sagl," Via S. Gottardo 57B, 6500 Bellinzona",1.32
02.02.2016,Reisch AG,"Hauptstr. 24, 8573 Siegershausen",1.32
04.05.2016,Auto Lugano,"Via Cantonale, 6983 Magliaso",1.319
26.12.2020,Lang Energie AG,"Seestr. 13, 8280 Kreuzlingen",1.31
22.12.2020,Ruedi Rüssel,"Luzernstr. 60, 4553 Subingen",1.31
22.12.2020,Dorfgarage Willi AG,"Rheintalstrasse 59, 5325 Leibstadt",1.3
21.09.2020,Alpina Tankstelle,"Dorfstrasse 42, 7563 Samnaun Dorf",1.12
